Code,Site Name,Type,Description,Priority,Client,Fault/Event Start - Date/Time,Fault/Event End - Date/Time (TECHS - What time did the asset come back online?),Assets,Status,Time Spent Hours,Date Completed,Date Last Modified,Assigned Users,Date Created,Status of Work,Charge Department,Work Order Status Group,Completion Notes,Asset Production Time,Total Maint Hours Online,Point of Contact,
27189,Siler 421,Performance Engineering ,INV B1 (No Comms) - PE Daily Production Confirmation,6 - Scheduled,NESM/Exus,"Jul 21, 2023 03:00:00 PM",,Inverter B1 (SILE-INVB1),Internal Action Needed - PE,0.50,,"Sep 02, 2023 06:06:56 PM",,"Jul 28, 2023 04:43:15 PM",,(TM) Time and Materials,,"2023-09-02 JEN
Production confirmed via the meter.

2023-08-31 BDO
Production confirmed via the meter daily from 8/25 - 8/31. 

2023-08-30 JEN
Production confirmed via the meter.

2023-08-18 JEN
Production confirmed via the meter.

2023-08-17 JEN
Production confirmed via the meter.

2023-08-11 JEN
Production confirmed via the meter.

2023-08-07 JEN
Production confirmed via the meter.

2023-08-04 JEN
Meter data show production from INV B1 since at least 07/31.

2023-07-28 JEN
Production confirmed via the meter.",,,Jason Endries,
27051,Siler 421,DAS and Communications Work,INV B1 not communicating after Buffer Mod replacement,3 - Medium,NESM/Exus,"Jul 21, 2023 03:00:00 PM",,Inverter B1 (SILE-INVB1),On Hold - Awaiting Third Party,21.57,,"Aug 25, 2023 07:27:41 AM","Ivan Hanson, Robby Plenge","Jul 21, 2023 04:08:06 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-24 RPL
7600 Communiation disruption fault showing on HMI
power cycled the inverter, fault still present
tested the lithium battery (OK, 3.7V)
verified the IP of the inverter. OK.
Opened a case with SMA. I sent them the inverter logs. 
Note that there is a large gap in the logs. There are consistent logs from the present to 2023-07-31 and then suddenly jump to 2022-04-26.
There were some firmware updates that took place in December 2021 that affected the IP addresses for the inverters on this site.
On April 27th 2022 (the date corresponding with the sudden gap in inverter logs) this inverter set a 7600 fault because the IP inexplicably reverted to the previous IP (before the December 2021 firmware). WO 20865

I deleted many of the logs preceding April 2022 in order to reduce the file size. I can provide earlier logs if needed.

2023-08-04 JEN
PE does not believe this is an issue with the DAS, considering the inverter is not itself reporting valid data. This was confirmed in the inverter's remote interface.

2023-08-02 ADE
Need to research more about:
- IP was checked and was found as expected in the IP Matrix (192.168.13.130 for LAN3). Gateway address on B1 was found as 0.0.0.0, while on B2 it was found as 192.168.13.31. Gateway address on B1 was changed to match B2, change caused no difference, issue remains.

2023-07-31 IHA
- Tech arrived on site to find INV B1 offline with HMI unresponsive.
- Buffer module (C-TEC 2410-1kj-004 serial #:360906/215) was found with a fault light and making a clicking sound, both signs that it is bad. Buffer module was replaced with a Phoenix Contact QUINT4-CAP/24DC/5/4KJ (serial #: 2320539072228D0231).
- INV B1 was re-energized. HMI displayed null values and error code 7600 Communication disturbed. Checking through old WOs this error has been previously resolved with a power cycle. Several power cycles were attempted and error code 7600 remained active.
- IP was checked and was found as expected in the IP Matrix (192.168.13.130 for LAN3). Gateway address on B1 was found as 0.0.0.0, while on B2 it was found as 192.168.13.31. Gateway address on B1 was changed to match B2, change caused no difference, issue remains.
- Previous WOs with error code 7600 have been linked to comms board failures, however on B1 all comms boards have lights on as expected.
- During trouble shooting with inverter keyed on, it could be heard that IGBTs and fans are operating, indicating the inverter is producing even though the HMI continued displaying null values.
- All ports were checked on SC-COM board and were found secure. Ethernet cables were unplugged and re-plugged.
- INV B1 was left keyed on, still not communicating.
- PE to contact AlsoEnergy.

2023-07-21 BDO
Siler 421 appeared to briefly drop offline this afternoon and after it came back online INV B1 is not communicating, however it appears to be producing based on meter values.",,,Forrest Huynh,
27048,Red Oak,Corrective,Inspection of solid blade cutout fuses at Red Oak: Hotspot identified by UAV flight,3 - Medium,NESM/Exus,"Jul 21, 2023 12:56:00 PM",,Red Oak (RED.O),On Hold - Waiting for Client Approval,,,"Aug 09, 2023 01:43:02 PM",,"Jul 21, 2023 12:52:25 PM",,(TM) Time and Materials,,"2023-08-09 DPA
-approval to proceed has been received and uploaded
-PO 1751 has been submitted for approval
-PO has been sent to C-phase for scheduling

2023-08-08 DPA
-update from Exus
-I missed the initial email, but I see the hot spot in the thermal image, and would suggest to get them out there to “investigate” and correct the loose connection on the bottom of the B-phase fuse/switch.
Best Regards, John J. Nichols Asset Manager

2023-08-03 DPA
-reached out to client for approval

2023-07-24 DPA
-quote has been received and uploaded
-proposal sent to the client for approval

2023-07-21 DPA
-reached out to C-Phase for a quote to inspect the solid blades of the POI",,,Drew Parada,
27032,,Vehicle/Equipment Maintenance,"Ford Ranger #008 - Vehicle Car Wash

",6 - Scheduled,,"Jul 21, 2023 08:00:00 AM",,Ford Ranger (008)   (VEH-008),Open,,,"Jul 20, 2023 08:44:33 AM",Aaron Will-Keck,"Jul 20, 2023 08:43:43 AM",,(OVH) Overhead,,,,,Alex Luna,
27031,,Vehicle/Equipment Maintenance,Cabin Air Filter,6 - Scheduled,,"Jul 21, 2023 08:00:00 AM",,Ford Ranger (008)   (VEH-008),Open,,,"Jul 20, 2023 08:42:50 AM",Aaron Will-Keck,"Jul 20, 2023 08:41:22 AM",,(OVH) Overhead,,,,,Alex Luna,
27035,Montgomery Park - North Parking Garage,Corrective,Troubleshoot Inverter A Zero Gen issues at the North Parking Lot,3 - Medium,Omnidian,"Jul 20, 2023 10:04:00 AM",,Inverter 1 (MONT.NPS-INV1),On Deck to be Scheduled,,,"Jul 20, 2023 10:06:00 AM",,"Jul 20, 2023 10:03:04 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27034,Montgomery Park - Nacco Building,Corrective,Troubleshoot INV 2 Zero Gen Issues,3 - Medium,Omnidian,"Jul 20, 2023 10:02:00 AM",,Inverter 2 (MONT.NAC-INV2),On Deck to be Scheduled,,,"Jul 20, 2023 10:06:11 AM",,"Jul 20, 2023 10:00:04 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
27267,Tumbleweed,Troubleshooting Electrical Equipment,Tumbleweed - INV 3.08 - Offline (Islanding),3 - Medium,NESM/Exus,"Jul 20, 2023 08:47:00 AM",,Inverter B3.CMB/I8 (DESC-B3.CMB/I8),On Deck to be Scheduled,,,"Aug 03, 2023 08:48:57 AM",,"Aug 03, 2023 08:34:12 AM",,(TM) Time and Materials,,"2023-08-03 ADE
Inverter 3.08 was discovered to be offline after comms outage restoration with islanding fault.",,,Dylan Barrett,
27266,Tumbleweed,Troubleshooting Electrical Equipment,Tumbleweed - INV 3.06 - Offline (Islanding),3 - Medium,NESM/Exus,"Jul 20, 2023 08:32:00 AM",,Inverter B3.CMB/I6 (DESC-B3.CMB/I6),On Deck to be Scheduled,,,"Aug 03, 2023 08:34:09 AM",,"Aug 03, 2023 08:29:18 AM",,(TM) Time and Materials,,"2023-08-03 ADE
Inverter 3.06 was discovered to be offline after comms outage restoration with islanding fault.",,,Dylan Barrett,
27028,Milo,Corrective,UAV Follow Up @ Milo: 33 Damaged Modules,4 - Low,Menlo Capital,"Jul 20, 2023 08:07:00 AM",,Milo (MILO),On Hold - Waiting for Client Approval,0.00,,"Jul 31, 2023 10:08:45 AM",,"Jul 20, 2023 08:05:43 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27017,Audrey,Corrective,UAV Follow Up @ Audrey: 6 Damaged Modules,5 - Punchlist,Menlo Capital,"Jul 19, 2023 10:29:00 AM",,Audrey (AUDR),On Hold - Waiting for Client Approval,0.00,,"Jul 31, 2023 10:20:10 AM",,"Jul 19, 2023 10:28:07 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
27117,Silverton,Troubleshooting Electrical Equipment,CB 1.03 offline,3 - Medium,Pine Gate Renewables,"Jul 19, 2023 10:00:00 AM",,Combiner Box 1-03 (SILV-INV01-CB1-03),On Deck to be Scheduled,,,"Jul 26, 2023 03:37:00 PM",,"Jul 26, 2023 11:35:38 AM",,(TM) Time and Materials,,"2023-07-26 BDO
CB 1.03 offline as of 2023-07-19 07:00PDT.",,,Dylan Barrett,
27016,"Railroad Solar Farm, LLC",Troubleshooting Electrical Equipment,Install PF contactor for DC Masterpack in Durham Warehouse ,6 - Scheduled,Alchemy Renewable Energy,"Jul 19, 2023 09:17:00 AM",,Railroad (RAIL),On Hold - Awaiting Parts,,,"Jul 19, 2023 10:49:28 AM",,"Jul 19, 2023 09:15:50 AM",INCOMPLETE,(TM) Time and Materials,,"2023-07-19 FHU
- Ordered PF Contactor from link provided by JNA. 
- Order to be shipped to Durham Office.",,,Forrest Huynh,
26981,SteelFab VA 1510 Reese,Preventive Maintenance Inspection,"SteelFab VA 1510 Reese - Omnidian Annual Inspection

Reference SiteCapture to fill out tasks and complete the assigned Scope of Work. Download a copy of the completed report from SiteCapture and upload it to the Files tab once complete.",7 - PM Scheduled,Omnidian,"Jul 18, 2023 03:57:00 PM",,SteelFab VA 1510 Reese (STEE.VA),On Hold - Waiting for Client Approval,,,"Jul 18, 2023 03:57:28 PM",,"Jul 17, 2023 12:08:53 AM",,(OM) O&M Contract,,,,,Drew Parada,
27004,Brush Creek,Corrective,"UAV Follow Up @ Brush Creek: 24 Misaligned Trackers, 4 String Anomalies",3 - Medium,Pine Gate Renewables,"Jul 18, 2023 03:03:00 PM",,Brush Creek (BRUS),On Deck to be Scheduled,5.76,,"Sep 01, 2023 11:57:58 AM",,"Jul 18, 2023 03:01:04 PM",INCOMPLETE,(OM) O&M Contract,,"2023-08-30 LGU
-Techs found all four string anomalies. Each was caused by a blown fuse in inverters. 
-Site wide trackers issues need more attention. lots of dead batteries. Nots in files tabs. 
-Techs also reconfigured 2 replaced tracker ids. 

2023-08-24 DBA
- Per WO26657 there are no tracker issues on site as of 08-01-2023.

2023-07-26 BDu
Client approved work. ",,,Dylan Barrett,
26996,Sarah,Corrective,Replace Belden cable between meter and main DAS. ,3 - Medium,NESM/Radian Generation,"Jul 18, 2023 08:23:00 AM",,DAS (SARAH-DAS),On Hold - Awaiting Third Party,34.89,,"Aug 23, 2023 02:11:31 PM",,"Jul 18, 2023 08:21:39 AM",INCOMPLETE,(TM) Time and Materials,,"2023-08-23 FHU
- Per AJO:
I will forward the email thread over but they just suggested logging into the meter and verifying the IP address.

2023-08-04 AJO
-A significant amount of water was blown out of the conduit and then crew was able to install the new belden cable.
-After re-energizing the DAS the meter still would not communicate. Also Energy was contacted but due to poor service crew was unable to successfully troubleshoot the meter with Also Energy. During the last call with Also Energy they said they would email steps to ensure the meter is configured correctly.

2023-08-03 AJO
-Crew attempted to pull new belden cable with the old one but the head broke towards the end of the pull.
-String and rope was purchased to install a pull rope to be able to pull the belden cable but the battery powered shop vacuum did not have enough power to pull a grocery bag through the conduit. Will need to return with the more powerful shop vacuum from the warehouse or a long enough fish tape.

2023-07-27 FHU
- Per CES:
your order was received and entered with our vendor. It is shipping today from Charlotte and should be delivered tomorrow. 

2023-07-26 FHU
- SHA approved PO. 
- Sent PO to CES.

2023-07-21 FHU
- Client approved purchase of Belden cable. 
- Drafted PO and sent to SHA for approval. 

2023-07-20 FHU
- Received quote for 325' of Belden 3107A cable. 
- Sent quote to CSS AM to get Client approval to purchase and install. 

2023-07-17 FHU
- Reached out to CES for quote for new Belden cable. ",,,Forrest Huynh,
26509,Agate Bay,Preventive Maintenance Inspection,Agate Bay - Soltage Annual (+Triannual) Inspection,7 - PM Scheduled,Soltage,"Jul 17, 2023 03:06:00 PM","Jul 13, 2023 02:13:00 PM","AC Disconnect (AGAT-ACD), Agate Bay (AGAT), Ambient Temp Sensor (AGAT-WEA.STA-AMB.TEMP), Anemometer (AGAT-WEA.STA-ANEM), Combiner Box 1.01 (AGAT-CB-1.01-24), Combiner Box 1.02 (AGAT-CB-1.02-15), Combiner Box 1.03 (AGAT-CB-1.03-16), Combiner Box 1.04 (AGAT-CB-1.04-14), Combiner Box 1.05 (AGAT-CB-1.05-14), Combiner Box 1.06 (AGAT-CB-1.06-18), Combiner Box 1.07 (AGAT-CB-1.07-20), Combiner Box 1.08 (AGAT-CB-1.08-25), Combiner Box 1.09 (AGAT-CB-1.09-25), Combiner Box 1.10 (AGAT-CB-1.10-22), Combiner Box 1.11 (AGAT-CB-1.11-24), Combiner Box 1.12 (AGAT-CB-1.12-21), Combiner Box 1.13 (AGAT-CB-1.13-24), Combiner Box 1.14 (AGAT-CB-1.14-24), Combiner Box 1.15 (AGAT-CB-1.15-21), Combiner Box 2.01 (AGAT-CB-2.01-16), Combiner Box 2.02 (AGAT-CB-2.02-20), Combiner Box 2.03 (AGAT-CB-2.03-18), Combiner Box 2.04 (AGAT-CB-2.04-25), Combiner Box 2.05 (AGAT-CB-2.05-25), Combiner Box 2.06 (AGAT-CB-2.06-19), Combiner Box 2.07 (AGAT-CB-2.07-22), Combiner Box 2.08 (AGAT-CB-2.08-24), Combiner Box 2.09 (AGAT-CB-2.09-21), Combiner Box 2.10 (AGAT-CB-2.10-25), Combiner Box 2.11 (AGAT-CB-2.11-24), Combiner Box 2.12 (AGAT-CB-2.12-24), Combiner Box 2.13 (AGAT-CB-2.13-24), Combiner Box 2.14 (AGAT-CB-2.14-18), Combiner Box 3.01 (AGAT-CB-3.01-21), Combiner Box 3.02 (AGAT-CB-3.02-24), Combiner Box 3.03 (AGAT-CB-3.03-25), Combiner Box 3.04 (AGAT-CB-3.04-25), Combiner Box 3.05 (AGAT-CB-3.05-24), Combiner Box 3.06 (AGAT-CB-3.06-23), Combiner Box 3.07 (AGAT-CB-3.07-21), Combiner Box 3.08 (AGAT-CB-3.08-21), Combiner Box 3.09 (AGAT-CB-3.09-18), Combiner Box 3.10 (AGAT-CB-3.10-18), Combiner Box 3.11 (AGAT-CB-3.11-24), Combiner Box 3.12 (AGAT-CB-3.12-21), Combiner Box 3.13 (AGAT-CB-3.13-14), Combiner Box 3.14 (AGAT-CB-3.14-14), Combiner Box 4.01 (AGAT-CB-4.01-18), Combiner Box 4.02 (AGAT-CB-4.02-18), Combiner Box 4.03 (AGAT-CB-4.03-20), Combiner Box 4.04 (AGAT-CB-4.04-21), Combiner Box 4.05 (AGAT-CB-4.05-22), Combiner Box 4.06 (AGAT-CB-4.06-19), Combiner Box 4.07 (AGAT-CB-4.07-25), Combiner Box 4.08 (AGAT-CB-4.08-24), Combiner Box 4.09 (AGAT-CB-4.09-23), Combiner Box 4.10 (AGAT-CB-4.10-21), Combiner Box 4.11 (AGAT-CB-4.11-22), Combiner Box 4.12 (AGAT-CB-4.12-22), Combiner Box 4.13 (AGAT-CB-4.13-27), Combiner Box 4.14 (AGAT-CB-4.14-23), Customer MV Meter (AGAT-INTERCON-CUST.MVM), Customer Recloser (AGAT-INTERCON-CUST.R), DAS (AGAT-DAS), Gateway/Modem (AGAT-DAS-MODM), Inverter (AGAT-INV), Inverter 01 (AGAT-INV1), Inverter 02 (AGAT-INV2), Inverter 03 (AGAT-INV3), Inverter 04 (AGAT-INV4), Module Temp Sensor (AGAT-WEA.STA-MTS), Pyranometer (AGAT-WEA.STA-PYRA), Racking (AGAT-RACK), Site GOAB (AGAT-GOAB), Snow Sensor (AGAT-SNOW.SENS), Snow Sensor 01 (AGAT-SNOW.SENS01), Snow Sensor 02 (AGAT-SNOW.SENS02), Snow Sensor 03 (AGAT-SNOW.SENS03), Snow Sensor 04 (AGAT-SNOW.SENS04), Solar Photovoltaic Module (AGAT-MOD), String Connection (AGAT-STRCONN), Switch/Router (AGAT-DAS-SWITCH), Transformer (AGAT-XFMR), Transformer 01 (AGAT-XFMR01), Transformer 02 (AGAT-XFMR02), Transformer 03 (AGAT-XFMR03), Transformer 04 (AGAT-XFMR04), Wind Vane (AGAT-WEA.STA-WIND.SPD)",2. PM - Onsite Inspection Complete / Report Due,60.21,,"Sep 05, 2023 10:44:05 AM","Lloyd Biddlecome, Michael Moore, Performance Engineering","Jun 19, 2023 11:23:44 AM",COMPLETE,(OM) O&M Contract,,"2023-08-31 ADE
IVCT report (CSS_Agate Bay IVCT_20230831.pdf) and data file (Agate Bay_PVA_DAT_5_9_0_20230831.xlsx)
Complete and added to Files.

2023-07-13 LBI
-CSS completed the annual inspection including I-V curve tracing.

2023-07-12 LBI
-CSS techs completed inspections of Inverters, transformers and CB's in blocks 1,2 & 3 including thermal imaging.

2023-07-11 LBI
-CSS inspected Inverter 1, Transformer 1 & block 1 CB's, DAS equipment & general site conditions.",,,Dylan Barrett,
27589,"Kaiser Creek Solar, LLC",Corrective,Kaiser Creek fire repairs,6 - Scheduled,Hep Petra O&M LLC,"Jul 17, 2023 12:00:00 PM",,"Kaiser Creek Solar, LLC (KAIS)",On Deck to be Scheduled,,,"Aug 21, 2023 04:55:49 PM",,"Aug 21, 2023 04:23:42 PM",,(FX) Fixed Scope and Price,,,,,Dylan Barrett,
26986,Colton,Corrective,"UAV Follow Up @ Colton: 2 Combiner Boxes Offline, 1 String Anomaly (missing modules), 2 Failed Modules, 1 Damaged Module",3 - Medium,Pine Gate Renewables,"Jul 17, 2023 09:06:00 AM",,Colton (COLT),On Deck to be Scheduled,0.00,,"Jul 19, 2023 10:28:33 AM",,"Jul 17, 2023 09:05:10 AM",,(OM) O&M Contract,,,,,Dylan Barrett,
26496,Riley Solar I,Preventive Maintenance Inspection,Riley Solar 1 - Soltage Tri-Annual Inspection,7 - PM Scheduled,Soltage,"Jul 17, 2023 07:38:00 AM","Aug 24, 2023 02:15:00 PM","AC Disconnect (GOAB) (RILY-GOAB), Ambient Temp Sensor (RILY-WEA.STA-AMB.TEMP), Anemometer (RILY-WEA.STA-ANEM), Barometric Pressure (RILY-WEA.STA-BARP.PRS), Combiner Box 05-01 (RILY-INV05-CB5-01), Combiner Box 05-02 (RILY-INV05-CB5-02), Combiner Box 05-03 (RILY-INV05-CB5-03), Combiner Box 05-04 (RILY-INV05-CB5-04), Combiner Box 05-05 (RILY-INV05-CB5-05), Combiner Box 05-06 (RILY-INV05-CB5-06), Combiner Box 05-07 (RILY-INV05-CB5-07), Combiner Box 05-08 (RILY-INV05-CB5-08), Combiner Box 05-09 (RILY-INV05-CB5-09), Combiner Box 05-10 (RILY-INV05-CB5-10), Combiner Box 05-11 (RILY-INV05-CB5-11), Combiner Box 05-12 (RILY-INV05-CB5-12), Combiner Box 05-13 (RILY-INV05-CB5-13), Combiner Box 05-14 (RILY-INV05-CB5-14), Combiner Box 05-15 (RILY-INV05-CB5-15), Combiner Box 05-16 (RILY-INV05-CB5-16), Combiner Box 05-17 (RILY-INV05-CB5-17), Combiner Box 06-01 (RILY-INV06-CB6-01), Combiner Box 06-02 (RILY-INV06-CB6-02), Combiner Box 06-03 (RILY-INV06-CB6-03), Combiner Box 06-04 (RILY-INV06-CB6-04), Combiner Box 06-05 (RILY-INV06-CB6-05), Combiner Box 06-06 (RILY-INV06-CB6-06), Combiner Box 06-07 (RILY-INV06-CB6-07), Combiner Box 06-08 (RILY-INV06-CB6-08), Combiner Box 06-09 (RILY-INV06-CB6-09), Combiner Box 06-10 (RILY-INV06-CB6-10), Combiner Box 06-11 (RILY-INV06-CB6-11), Combiner Box 06-12 (RILY-INV06-CB6-12), Combiner Box 06-13 (RILY-INV06-CB6-13), Combiner Box 06-14 (RILY-INV06-CB6-14), Combiner Box 06-15 (RILY-INV06-CB6-15), Combiner Box 06-16 (RILY-INV06-CB6-16), Combiner Box 07-01 (RILY-INV07-CB7-01), Combiner Box 07-02 (RILY-INV07-CB7-02), Combiner Box 07-03 (RILY-INV07-CB7-03), Combiner Box 07-04 (RILY-INV07-CB7-04), Combiner Box 07-05 (RILY-INV07-CB7-05), Combiner Box 07-06 (RILY-INV07-CB7-06), Combiner Box 07-07 (RILY-INV07-CB7-07), Combiner Box 07-08 (RILY-INV07-CB7-08), Combiner Box 07-09 (RILY-INV07-CB7-09), Combiner Box 07-10 (RILY-INV07-CB7-10), Combiner Box 07-11 (RILY-INV07-CB7-11), Combiner Box 07-12 (RILY-INV07-CB7-12), Combiner Box 07-13 (RILY-INV07-CB7-13), Combiner Box 07-14 (RILY-INV07-CB7-14), Combiner Box 07-15 (RILY-INV07-CB7-15), Combiner Box 07-16 (RILY-INV07-CB7-16), Combiner Box 07-17 (RILY-INV07-CB7-17), Combiner Box 08-01 (RILY-INV08-CB8-01), Combiner Box 08-02 (RILY-INV08-CB8-02), Combiner Box 08-03 (RILY-INV08-CB8-03), Combiner Box 08-04 (RILY-INV08-CB8-04), Combiner Box 08-05 (RILY-INV08-CB8-05), Combiner Box 08-06 (RILY-INV08-CB8-06), Combiner Box 08-07 (RILY-INV08-CB8-07), Combiner Box 08-08 (RILY-INV08-CB8-08), Combiner Box 08-09 (RILY-INV08-CB8-09), Combiner Box 08-10 (RILY-INV08-CB8-10), Combiner Box 08-11 (RILY-INV08-CB8-11), Combiner Box 08-12 (RILY-INV08-CB8-12), Combiner Box 08-13 (RILY-INV08-CB8-13), Combiner Box 08-14 (RILY-INV08-CB8-14), Combiner Box 08-15 (RILY-INV08-CB8-15), Combiner Box 08-16 (RILY-INV08-CB8-16), Combiner Box 08-17 (RILY-INV08-CB8-17), Customer MV Meter (RILY-INTERCON-CUST.MVM), DAS (RILY-DAS), Gateway/Modem (RILY-DAS-MODM), Inverter 5 (RILY-INV5), Inverter 6 (RILY-INV6), Inverter 7 (RILY-INV7), Inverter 8 (RILY-INV8), Inverters (RILY-INV), Module Temp Sensor (RILY-WEA.STA-MTS), Precipitation Gauge (RILY-WEA.STA-PRECIP.GA), Pyranometer (RILY-WEA.STA-PYRA), Racking (RILY-RACK), Riley Solar I (RILY), Solar Photovoltaic Module (RILY-MOD), String Connection (RILY-STRCONN), Switch/Router (RILY-DAS-SWITCH), Transformer TX-5 (RILY-XFMR5), Transformer TX-6 (RILY-XFMR6), Transformer TX-7 (RILY-XFMR7), Transformer TX-8 (RILY-XFMR8), Transformers (RILY-XFMR)",2. PM - Onsite Inspection Complete / Report Due,44.66,,"Sep 08, 2023 10:38:49 AM","Cole Harbick, Ryan Jordan","Jun 19, 2023 03:07:00 AM",COMPLETE,(OM) O&M Contract,,"2023-08-24 RJO
-Crew replaced encloser door filters on all inverters.

2023-07-31 RJO
-Crew completed inspection of all inverters and transformers. 
-Crew noticed that array 6 tracker were stuck in a flat stow. Crew contacted PE to reset stow, array started tracking. 
-Crew noted that after 20 minutes array 6 trackers went back into flat stow. Crew logged into row control and set array to Stop, then Manual then back to Auto array 6 started tracking again. Crew monitored array 6 trackers for several hours, array continued to track during that time.


2023-07-24 RJO
-Crew completed inspection of Combiners on array 7 and 8, GOAB, general site, racking and wire management
-Crew found several free hanging home run strings while checking racking. Crew installed new zip ties to reattach hanging strings.
-Crew found one melted set of MC4 connectors from a string on CB 5-15. Crew de-energized string and removed bad MC4 connectors and installed new connectors. Crew reenergized string and verified AMPS. 
-Crew found a broken ground line from on table directly next to CB 5-17
  
2023-07-19 RJO
-Crew completed inspection of combiners on array 5 and 6. ",,,Dylan Barrett,
27022,Starvation Solar I,Corrective,Procure spare power stacks (3) add to client inventory.,4 - Low,Soltage,"Jul 14, 2023 01:58:00 PM",,Starvation Solar I (STAV),On Hold - Awaiting Third Party,,,"Jul 19, 2023 04:41:26 PM",Dylan Barrett,"Jul 19, 2023 01:55:03 PM",,(TM) Time and Materials,,"2023-07-19 DFR
Quote recieved from SG.  Taxes and/or shipping not included in quote.  Asked for revised quote included taxes and/or shipping.  Standing by for reply.  Will create PO once recieved.
",,,Dale Freeman,
26952,Strider,Corrective,"UAV Follow Up @ Strider: 44 Damaged Modules, 8 Failed Modules",4 - Low,Alchemy Renewable Energy,"Jul 14, 2023 11:11:00 AM",,Strider (STRI),On Hold - Waiting for Client Approval,0.00,,"Jul 14, 2023 03:28:36 PM",,"Jul 14, 2023 11:09:10 AM",,(OM) O&M Contract,,,,,Forrest Huynh,
26946,Owen,Troubleshooting Electrical Equipment,Owen - INV 2 - Intermittent "Wakeup Timeout",4 - Low,Menlo Capital,"Jul 14, 2023 07:15:00 AM",,Inverter 2 (OWEN-INV02),On Deck to be Scheduled,,,"Jul 28, 2023 11:24:35 AM",,"Jul 14, 2023 07:44:28 AM",,(TM) Time and Materials,,"2023-07-28 JEN
The inverter continues to produce daily Wakeup Timeout faults in the mornings, but startup is primarily only delayed by ~10 minutes.

2023-07-25 ADE
There continues to be late startups for INV 2 - most egregiously on 7/23, INV 2 started up almost 8hrs later than peers (WO 27057).  Perhaps PE should suggest dispatch on next morning where INV 2 wakeup timeout triggers. 

2023-07-20 ADE
ADE to check back previous week to look for trend

2023-07-14 ADE
INV 2 started up shortly after WO creation.  Setting Completed.",,,Forrest Huynh,
26933,Chiloquin,DAS and Communications Work,TGW 208 - 5qty INVs - No Comms,4 - Low,NESM/Exus,"Jul 13, 2023 03:00:00 PM",,DAS (CHIL-DAS),On Deck to be Scheduled,,,"Jul 13, 2023 03:02:35 PM",,"Jul 13, 2023 02:17:54 PM",,(TM) Time and Materials,,"2023-07-13 ADE
As of 7/13, INVs 6.01, 6.06, 6.12, 7.03, 7.09 are not communicating and they share a common TGW (Tiny Gateway) device for communications.",,,Dylan Barrett,
26927,Sedberry Farm,Troubleshooting Electrical Equipment,Sedberry - INV B2-042 - Late Startup (1.5hr at most),5 - Punchlist,NESM/Exus,"Jul 13, 2023 11:11:00 AM",,Sedberry Farm (SEDB),On Deck to be Scheduled,,,"Jul 13, 2023 11:13:30 AM",,"Jul 13, 2023 11:10:41 AM",,(TM) Time and Materials,,,,,Forrest Huynh,
27259,Brush Creek,Troubleshooting Electrical Equipment,Brush Creek - INV 14 - derating ~10%,3 - Medium,Pine Gate Renewables,"Jul 13, 2023 10:00:00 AM",,Inverter 14 (BRUS-INV14),On Deck to be Scheduled,8.67,,"Sep 01, 2023 12:02:19 PM",,"Aug 02, 2023 01:56:48 PM",INCOMPLETE,(TM) Time and Materials,,"2023-08-30 LGU
-Techs arrived on site to find inv 4 online and producing. 
-Techs checked AC/DC amps and all were good. 
-Techs checked all fuses and all were good. 
-Weather was cloudy so peak production was never met. 
-More troubleshooting required with better irradiance. 

2023-08-02 ADE
INV 14 began derating during peak production hours ~10% on 7/13 and has persisted since.",,,Dylan Barrett,
26923,Monroe Moore,Troubleshooting Electrical Equipment,"Monroe Moore - INVs C1 and C2 - Intermittent Fan Failure alerts (7501, 7502)",5 - Punchlist,NESM/Exus,"Jul 13, 2023 09:24:00 AM",,"Inverter C1 (MONR-INVC1), Inverter C2 (MONR-INVC2)",Ready for Review ,12.51,,"Sep 11, 2023 06:46:59 AM","Juan Canahuati Sagastume, Tim Pierce","Jul 13, 2023 09:10:35 AM",INCOMPLETE,(TM) Time and Materials,,"2023-09-08 TPI
-Arrived at INV C1 and checked Inverter HMI. No active fault was listed. Plugged into inverter and found no fault listed. 
-Shut off inverter and opened DC cabinet on far left side. Adjusted thermostat to force radial fans on. Both fans came on and operated without any issues. Unable to verify which fan is intermittently cutting on and off. Will need to continue to monitor. 
-Moved to INV C2 and checked for active faults. No active faults on the inverter. 
-Shut inverter off and opened DC cabinet on far left side. Performed same check as we did on INV C1. Turned thermostat down and forced fans on. Left side fan came on, but right side fan would not operate. 
-Called SMA and verified inverters were not under warranty. Worked on obtaining quote for replacement fan. 
-In order to obtain a quote for a replacement fan, we will need to send our Contact info, Company name and Billing information to quotes@sma-america.com and let them know we need a quote for a Radial Cabinet Fan. They should know what fan we are referring to, but he also gave me this part number for reference (46-5185201). 

2023-07-13 ADE
INVS C1 and C2 are experiencing frequent SMA fan failure alerts during peak production hours.  Thus far there is no correlating deration of inverter production. (see files for alert code detail).",,,Forrest Huynh,
